,0
17582,5
17583,4
17584,4
17585,3
17586,4
17587,5
17588,0
17589,0
17590,4
17591,0
17592,5
17593,1
17594,4
17595,6
17596,4
17597,6
17598,4
17599,5
17600,0
17601,1
17602,4
17603,6
17604,4
17605,1
17606,4
17607,3
17608,6
17609,4
17610,4
17611,4
17612,1
17613,6
17614,5
17615,4
17616,4
17617,1
17618,4
17619,4
17620,0
17621,5
17622,5
17623,0
17624,4
17625,5
17626,5
17627,6
17628,5
17629,4
17630,4
17631,5
17632,5
17633,0
17634,5
17635,6
17636,6
17637,5
17638,4
17639,5
17640,5
17641,6
17642,5
17643,5
17644,5
17645,5
17646,5
17647,4
17648,6
17649,4
17650,4
17651,4
17652,4
17653,3
17654,4
17655,3
17656,4
17657,5
17658,4
17659,4
17660,5
17661,4
17662,4
17663,6
17664,4
17665,5
17666,4
17667,5
17668,4
17669,5
17670,4
17671,4
17672,0
17673,4
17674,5
17675,5
17676,4
17677,4
17678,0
17679,1
17680,5
17681,5
17682,4
17683,5
17684,5
17685,5
17686,5
17687,3
17688,4
17689,5
17690,6
17691,5
17692,4
17693,5
17694,4
17695,4
17696,3
17697,4
17698,1
17699,5
17700,6
17701,5
17702,6
17703,1
17704,4
17705,5
17706,5
17707,5
17708,5
17709,5
17710,4
17711,5
17712,6
17713,6
17714,6
17715,5
17716,5
17717,1
17718,4
17719,4
17720,5
17721,5
17722,1
17723,4
17724,4
17725,4
17726,5
17727,4
17728,6
17729,5
17730,5
17731,5
17732,5
17733,4
17734,4
17735,5
17736,6
17737,1
17738,4
17739,5
17740,6
17741,6
17742,1
17743,5
17744,5
17745,4
17746,0
17747,0
17748,0
17749,5
17750,1
17751,0
17752,4
17753,5
17754,4
17755,0
17756,6
17757,4
17758,6
17759,4
17760,4
17761,4
17762,0
17763,6
17764,4
17765,1
17766,4
17767,1
17768,0
17769,6
17770,4
17771,0
17772,4
17773,6
17774,4
17775,5
17776,0
17777,3
17778,0
17779,4
17780,6
17781,5
17782,0
17783,0
17784,4
17785,4
17786,4
17787,5
17788,4
17789,4
17790,5
17791,4
17792,5
17793,5
17794,4
17795,5
17796,6
17797,6
17798,4
17799,5
17800,4
17801,0
17802,4
17803,4
17804,4
17805,4
17806,6
17807,4
17808,5
17809,4
17810,5
17811,6
17812,4
17813,4
17814,4
17815,4
17816,4
17817,5
17818,4
17819,5
17820,5
17821,5
17822,4
17823,4
17824,6
17825,4
17826,6
17827,5
17828,4
17829,5
17830,5
17831,5
17832,5
17833,5
17834,5
17835,5
17836,5
17837,4
17838,4
17839,5
17840,6
17841,3
17842,4
17843,5
17844,6
17845,0
17846,4
17847,6
17848,4
17849,0
17850,3
17851,4
17852,5
17853,5
17854,1
17855,4
17856,5
17857,6
17858,4
17859,5
17860,6
17861,5
17862,6
17863,4
17864,4
17865,4
17866,4
17867,5
17868,5
17869,5
17870,5
17871,5
17872,6
17873,6
17874,6
17875,4
17876,4
17877,1
17878,4
17879,4
17880,4
17881,4
17882,4
17883,4
17884,4
17885,4
17886,4
17887,4
17888,3
17889,6
17890,4
17891,4
17892,4
17893,4
17894,4
17895,4
17896,4
17897,4
17898,5
17899,4
17900,4
17901,4
17902,4
17903,4
17904,4
17905,4
17906,4
17907,4
17908,4
17909,4
17910,4
17911,4
17912,4
17913,4
17914,4
17915,4
17916,4
17917,1
17918,4
17919,4
17920,4
17921,4
17922,5
17923,4
17924,4
17925,4
17926,4
17927,4
17928,4
17929,6
17930,4
17931,4
17932,4
17933,6
17934,4
17935,5
17936,4
17937,5
17938,3
17939,4
17940,4
17941,4
17942,4
17943,4
17944,4
17945,4
17946,4
17947,4
17948,4
17949,1
17950,4
17951,4
17952,4
17953,5
17954,4
17955,4
17956,5
17957,4
17958,4
17959,4
17960,4
17961,4
17962,4
17963,4
17964,4
17965,4
17966,4
17967,4
17968,5
17969,3
17970,4
17971,4
17972,4
17973,5
17974,4
17975,4
17976,5
17977,5
17978,0
17979,0
17980,4
17981,0
17982,4
17983,5
17984,0
17985,0
17986,0
17987,4
17988,0
17989,6
17990,5
17991,4
17992,0
17993,4
17994,5
17995,4
17996,4
17997,0
17998,5
17999,3
18000,1
18001,0
18002,3
18003,4
18004,0
18005,0
18006,5
18007,0
18008,4
18009,4
18010,4
18011,3
18012,0
18013,4
18014,5
18015,4
18016,4
18017,4
18018,4
18019,4
18020,4
18021,4
18022,4
18023,4
18024,1
18025,4
18026,3
18027,4
18028,5
18029,4
18030,4
18031,5
18032,4
18033,5
18034,5
18035,4
18036,4
18037,4
18038,4
18039,4
18040,4
18041,4
18042,4
18043,5
18044,4
18045,4
18046,4
18047,5
18048,4
18049,4
18050,4
18051,5
18052,4
18053,4
18054,4
18055,5
18056,4
18057,4
18058,5
18059,4
18060,4
18061,4
18062,4
18063,4
18064,4
18065,4
18066,5
18067,4
18068,4
18069,4
18070,5
18071,4
18072,4
18073,4
18074,5
18075,4
18076,4
18077,5
18078,4
18079,4
18080,1
18081,4
18082,4
18083,4
18084,4
18085,4
18086,4
18087,4
18088,1
18089,4
18090,4
18091,5
18092,5
18093,4
18094,5
18095,3
18096,4
18097,4
18098,5
18099,4
18100,4
18101,5
18102,4
18103,3
18104,5
18105,4
18106,0
18107,0
18108,0
18109,0
18110,3
18111,4
18112,0
18113,0
18114,0
18115,0
18116,4
18117,3
18118,1
18119,0
18120,3
18121,0
18122,0
18123,3
18124,0
18125,3
18126,0
18127,0
18128,4
18129,0
18130,5
18131,3
18132,0
18133,1
18134,4
18135,1
18136,3
18137,0
18138,4
18139,1
18140,3
18141,0
18142,5
18143,4
18144,0
18145,1
18146,3
18147,4
18148,4
18149,1
18150,0
18151,3
18152,3
18153,1
18154,3
18155,0
18156,0
18157,0
18158,3
18159,1
18160,0
18161,4
18162,3
18163,0
18164,0
18165,0
18166,3
18167,0
18168,0
18169,0
18170,0
18171,4
18172,4
18173,0
18174,3
18175,3
18176,3
18177,0
18178,3
18179,3
18180,3
18181,0
18182,0
18183,3
18184,3
18185,0
18186,5
18187,3
18188,3
18189,0
18190,0
18191,3
18192,3
18193,1
18194,0
18195,3
18196,3
18197,0
18198,3
18199,3
18200,3
18201,3
18202,4
18203,0
18204,5
18205,4
18206,5
18207,5
18208,1
18209,1
18210,4
18211,0
18212,5
18213,1
18214,5
18215,0
18216,0
18217,5
18218,0
18219,0
18220,6
18221,4
18222,4
18223,0
18224,4
18225,5
18226,6
18227,5
18228,3
18229,5
18230,4
18231,4
18232,5
18233,5
18234,4
18235,4
18236,4
18237,1
18238,5
18239,5
18240,3
18241,4
18242,4
18243,4
18244,6
18245,0
18246,4
18247,4
18248,4
18249,1
18250,6
18251,5
18252,4
18253,1
18254,5
18255,2
18256,4
18257,4
18258,5
18259,5
18260,3
18261,4
18262,5
18263,4
18264,6
18265,4
18266,5
18267,0
18268,6
18269,0
18270,1
18271,6
18272,5
18273,4
18274,4
18275,0
18276,4
18277,4
18278,1
18279,4
18280,6
18281,5
18282,4
18283,1
18284,5
18285,5
18286,4
18287,4
18288,4
18289,3
18290,4
18291,4
18292,5
18293,5
18294,5
18295,5
18296,3
18297,6
18298,4
18299,3
18300,5
18301,0
18302,0
18303,4
18304,5
18305,4
18306,5
18307,1
18308,0
18309,4
18310,1
18311,5
18312,5
18313,4
18314,5
18315,0
18316,4
18317,5
18318,4
18319,0
18320,0
18321,5
18322,0
18323,5
18324,5
18325,4
18326,0
18327,0
18328,6
18329,0
18330,4
18331,4
18332,5
18333,4
18334,0
18335,4
18336,6
18337,3
18338,5
18339,0
18340,4
18341,5
18342,1
18343,5
18344,5
18345,5
18346,4
18347,6
18348,1
18349,0
18350,4
18351,6
18352,5
18353,4
18354,4
18355,0
18356,3
18357,4
18358,4
18359,1
18360,1
18361,5
18362,6
18363,5
18364,4
18365,4
18366,4
18367,5
18368,4
18369,4
18370,4
18371,4
18372,5
18373,0
18374,4
18375,5
18376,1
18377,5
18378,0
18379,6
18380,3
18381,6
18382,4
18383,5
18384,4
18385,0
18386,5
18387,4
18388,6
18389,2
18390,3
18391,2
18392,1
18393,3
18394,1
18395,4
18396,1
18397,3
18398,1
18399,4
18400,0
18401,1
18402,0
18403,1
18404,4
18405,0
18406,1
18407,4
18408,5
18409,5
18410,4
18411,2
18412,0
18413,5
18414,2
18415,0
18416,4
18417,4
18418,4
18419,0
18420,4
18421,1
18422,4
18423,5
18424,5
18425,4
18426,3
18427,5
18428,4
18429,0
18430,6
18431,2
18432,2
18433,2
18434,0
18435,0
18436,0
18437,5
18438,6
18439,5
18440,4
18441,5
18442,4
18443,5
18444,4
18445,5
18446,4
18447,4
18448,4
18449,4
18450,5
18451,4
18452,4
18453,4
18454,4
18455,4
18456,4
18457,5
18458,4
18459,4
18460,5
18461,4
18462,4
18463,4
18464,5
18465,4
18466,5
18467,5
18468,4
18469,4
18470,4
18471,5
18472,5
18473,5
18474,4
18475,3
18476,5
18477,5
18478,5
18479,5
18480,5
18481,5
18482,5
18483,5
18484,6
18485,4
18486,4
18487,4
18488,5
18489,4
18490,4
18491,4
18492,4
18493,3
18494,1
18495,4
18496,5
18497,3
18498,4
18499,5
18500,4
18501,5
18502,4
18503,4
18504,4
18505,4
18506,3
18507,4
18508,5
18509,5
18510,4
18511,3
18512,4
18513,4
18514,4
18515,4
18516,5
18517,5
18518,4
18519,4
18520,4
18521,4
18522,4
18523,4
18524,5
18525,5
18526,4
18527,5
18528,3
18529,5
18530,5
18531,3
18532,5
18533,4
18534,4
18535,6
18536,6
18537,4
18538,5
18539,4
18540,5
18541,5
18542,5
18543,6
18544,6
18545,5
18546,5
18547,4
18548,5
18549,4
18550,5
18551,4
18552,6
18553,5
18554,5
18555,4
18556,4
18557,6
18558,4
18559,3
18560,5
18561,1
18562,2
18563,4
18564,5
18565,0
18566,3
18567,0
18568,1
18569,4
18570,3
18571,6
18572,5
18573,0
18574,1
18575,5
18576,0
18577,5
18578,1
18579,4
18580,1
18581,1
18582,0
18583,3
18584,4
18585,3
18586,0
18587,1
18588,1
18589,6
18590,0
18591,4
18592,4
18593,5
18594,5
18595,0
18596,0
18597,6
18598,4
18599,1
18600,5
18601,1
18602,5
18603,4
18604,1
18605,0
18606,6
18607,5
18608,5
18609,0
18610,0
18611,4
18612,5
18613,5
18614,0
18615,5
18616,0
18617,6
18618,5
18619,4
18620,1
18621,0
18622,5
18623,4
18624,5
18625,5
18626,4
18627,5
18628,4
18629,4
18630,4
18631,5
18632,4
18633,5
18634,5
18635,1
18636,3
18637,4
18638,4
18639,4
18640,4
18641,1
18642,4
18643,4
18644,4
18645,4
18646,4
18647,4
18648,4
18649,5
18650,4
18651,5
18652,5
18653,5
18654,4
18655,5
18656,5
18657,4
18658,3
18659,0
18660,6
18661,4
18662,5
18663,4
18664,4
18665,4
18666,4
18667,4
18668,4
18669,6
18670,4
18671,4
18672,1
18673,0
18674,5
18675,1
18676,0
18677,2
18678,4
18679,5
18680,5
18681,5
18682,4
18683,5
18684,4
18685,0
18686,3
18687,4
18688,5
18689,0
18690,5
18691,0
18692,2
18693,5
18694,0
18695,4
18696,5
18697,0
18698,3
18699,5
18700,1
18701,2
18702,5
18703,1
18704,1
18705,5
18706,4
18707,4
18708,0
18709,2
18710,4
18711,1
18712,0
18713,5
18714,5
18715,6
18716,0
18717,4
18718,0
18719,5
18720,2
18721,0
18722,6
18723,4
18724,4
18725,4
18726,1
18727,5
18728,0
18729,6
18730,6
18731,3
18732,4
18733,0
18734,5
18735,6
18736,3
18737,5
18738,4
18739,5
18740,6
18741,4
18742,5
18743,5
18744,4
18745,6
18746,6
18747,6
18748,6
18749,1
18750,6
18751,5
18752,4
18753,0
18754,3
18755,6
18756,6
18757,4
18758,5
18759,5
18760,5
18761,4
18762,5
18763,4
18764,4
18765,6
18766,5
18767,4
18768,4
18769,4
18770,4
18771,3
18772,4
18773,4
18774,4
18775,5
18776,4
18777,4
18778,4
18779,6
18780,6
18781,6
18782,5
18783,3
18784,6
18785,5
18786,4
18787,5
18788,4
18789,4
18790,4
18791,5
18792,5
18793,4
18794,6
18795,5
18796,4
18797,4
18798,5
18799,4
18800,4
18801,4
18802,4
18803,3
18804,4
18805,5
18806,4
18807,5
18808,4
18809,4
18810,6
18811,5
18812,5
18813,4
18814,4
18815,6
18816,6
18817,4
18818,4
18819,4
18820,5
18821,6
18822,4
18823,6
18824,5
18825,6
18826,5
18827,4
18828,5
18829,6
18830,4
18831,5
18832,5
18833,4
18834,4
18835,5
18836,4
18837,6
18838,5
18839,5
18840,4
18841,4
18842,5
18843,4
18844,1
18845,3
18846,6
18847,1
18848,4
18849,4
18850,5
18851,3
18852,4
18853,1
18854,5
18855,6
18856,4
18857,5
18858,5
18859,4
18860,4
18861,4
18862,4
18863,1
18864,5
18865,5
18866,3
18867,4
18868,4
18869,5
18870,6
18871,5
18872,4
18873,4
18874,0
18875,5
18876,5
18877,4
18878,6
18879,4
18880,6
18881,6
18882,4
18883,5
18884,6
18885,4
18886,0
18887,5
18888,5
18889,4
18890,6
18891,6
18892,6
18893,3
18894,5
18895,6
18896,4
18897,6
18898,6
18899,5
18900,4
18901,5
18902,4
18903,5
18904,5
18905,5
18906,6
18907,4
18908,4
18909,6
18910,5
18911,4
18912,4
18913,4
18914,4
18915,4
18916,4
18917,4
18918,5
18919,5
18920,5
18921,5
18922,5
18923,5
18924,5
18925,5
18926,4
18927,3
18928,5
18929,5
18930,4
18931,6
18932,4
18933,5
18934,5
18935,4
18936,4
18937,4
18938,5
18939,4
18940,5
18941,5
18942,3
18943,5
18944,5
18945,5
18946,5
18947,5
18948,3
18949,5
18950,4
18951,5
18952,4
18953,5
18954,4
18955,5
18956,4
18957,5
18958,1
18959,4
18960,5
18961,4
18962,4
18963,4
18964,5
18965,5
18966,2
18967,4
18968,5
18969,1
18970,5
18971,5
18972,5
18973,5
18974,5
18975,4
18976,4
18977,4
18978,5
18979,5
18980,4
18981,5
18982,4
18983,4
18984,5
18985,4
18986,4
18987,4
18988,5
18989,5
18990,5
18991,4
18992,4
18993,5
18994,4
18995,4
18996,5
18997,5
18998,4
18999,3
19000,4
19001,4
19002,5
19003,5
19004,6
19005,5
19006,5
19007,4
19008,5
19009,4
19010,4
19011,4
19012,5
19013,5
19014,4
19015,5
19016,6
19017,6
19018,5
19019,1
19020,4
19021,4
19022,5
19023,4
19024,5
19025,4
19026,4
19027,5
19028,4
19029,5
19030,4
19031,4
19032,5
19033,4
19034,4
19035,4
19036,4
19037,4
19038,5
19039,6
19040,4
19041,0
19042,6
19043,4
19044,6
19045,0
19046,5
19047,5
19048,4
19049,5
19050,5
19051,4
19052,5
19053,4
19054,4
19055,4
19056,3
19057,5
19058,1
19059,5
19060,6
19061,5
19062,5
19063,4
19064,5
19065,4
19066,5
19067,6
19068,6
19069,6
19070,6
19071,5
19072,4
19073,5
19074,5
19075,4
19076,5
19077,6
19078,5
19079,6
19080,5
19081,5
19082,4
19083,4
19084,4
19085,5
19086,6
19087,6
19088,6
19089,4
19090,4
19091,5
19092,5
19093,4
19094,4
19095,4
19096,5
19097,5
19098,5
19099,1
19100,3
19101,4
19102,4
19103,4
19104,4
19105,5
19106,4
19107,5
19108,4
19109,1
19110,0
19111,4
19112,4
19113,6
19114,5
19115,4
19116,6
19117,3
19118,1
19119,4
19120,4
19121,0
19122,5
19123,0
19124,5
19125,3
19126,5
19127,4
19128,5
19129,4
19130,4
19131,5
19132,6
19133,1
19134,5
19135,5
19136,3
19137,4
19138,4
19139,4
19140,5
19141,6
19142,5
19143,5
19144,5
19145,4
19146,5
19147,5
19148,4
19149,5
19150,5
19151,5
19152,5
19153,4
19154,5
19155,5
19156,5
19157,5
19158,5
19159,4
19160,4
19161,5
19162,5
19163,4
19164,3
19165,6
19166,4
19167,4
19168,5
19169,5
19170,5
19171,4
19172,4
19173,5
19174,4
19175,5
19176,4
19177,6
19178,4
19179,4
19180,4
19181,5
19182,6
19183,4
19184,3
19185,5
19186,4
19187,5
19188,1
19189,5
19190,4
19191,5
19192,3
19193,5
19194,4
19195,3
19196,5
19197,5
19198,5
19199,4
19200,5
19201,4
19202,5
19203,4
19204,4
19205,4
19206,5
19207,4
19208,5
19209,5
19210,4
19211,4
19212,5
19213,4
19214,4
19215,4
19216,5
19217,4
19218,1
19219,4
19220,5
19221,5
19222,5
19223,4
19224,5
19225,4
19226,4
19227,5
19228,4
19229,5
19230,3
19231,6
19232,5
19233,4
19234,6
19235,5
19236,6
19237,1
19238,4
19239,4
19240,5
19241,5
19242,1
19243,4
19244,4
19245,4
19246,4
19247,6
19248,4
19249,5
19250,5
19251,4
19252,5
19253,4
19254,4
19255,4
19256,5
19257,4
19258,4
19259,4
19260,4
19261,4
19262,5
19263,4
19264,5
19265,0
19266,5
19267,4
19268,1
19269,4
19270,4
19271,4
19272,4
19273,4
19274,5
19275,4
19276,5
19277,4
19278,6
19279,5
19280,5
19281,4
19282,4
19283,4
19284,5
19285,6
19286,5
19287,4
19288,4
19289,4
19290,4
19291,5
19292,4
19293,4
19294,5
19295,5
19296,5
19297,5
19298,4
19299,5
19300,5
19301,5
19302,5
19303,4
19304,5
19305,5
19306,5
19307,5
19308,4
19309,4
19310,5
19311,4
19312,4
19313,4
19314,5
19315,4
19316,6
19317,4
19318,0
19319,4
19320,4
19321,5
19322,4
19323,4
19324,5
19325,6
19326,5
19327,5
19328,5
19329,4
19330,5
19331,4
19332,5
19333,4
19334,4
19335,1
19336,4
19337,5
19338,5
19339,5
19340,5
19341,4
19342,5
19343,5
19344,4
19345,1
19346,4
19347,4
19348,3
19349,4
19350,4
19351,4
19352,6
19353,5
19354,6
19355,1
19356,4
19357,4
19358,6
19359,1
19360,6
19361,6
19362,0
19363,4
19364,4
19365,0
19366,6
19367,5
19368,4
19369,4
19370,4
19371,6
19372,1
19373,4
19374,5
19375,5
19376,6
19377,5
19378,0
19379,6
19380,6
19381,3
19382,6
19383,4
19384,4
19385,6
19386,6
19387,4
19388,6
19389,6
19390,4
19391,0
19392,5
19393,4
19394,5
19395,4
19396,5
19397,5
19398,5
19399,5
19400,5
19401,5
19402,4
19403,5
19404,4
19405,5
19406,4
19407,5
19408,3
19409,3
19410,4
19411,5
19412,5
19413,4
19414,5
19415,5
19416,4
19417,4
19418,4
19419,5
19420,1
19421,6
19422,4
19423,5
19424,5
19425,4
19426,5
19427,0
19428,5
19429,5
19430,3
19431,5
19432,4
19433,5
19434,5
19435,6
19436,5
19437,4
19438,5
19439,4
19440,3
19441,5
19442,4
19443,4
19444,3
19445,6
19446,5
19447,4
19448,5
19449,5
19450,4
19451,4
19452,5
19453,5
19454,1
19455,3
19456,4
19457,0
19458,5
19459,4
19460,4
19461,3
19462,5
19463,5
19464,5
19465,5
19466,1
19467,3
19468,4
19469,4
19470,4
19471,5
19472,4
19473,4
19474,4
19475,3
19476,4
19477,5
19478,3
19479,3
19480,6
19481,4
19482,6
19483,4
19484,5
19485,5
19486,4
19487,5
19488,6
19489,4
19490,4
19491,5
19492,6
19493,4
19494,4
19495,4
19496,1
19497,6
19498,5
19499,4
19500,4
19501,3
19502,5
19503,5
19504,6
19505,4
19506,4
19507,5
19508,5
19509,6
19510,4
19511,5
19512,5
19513,4
19514,5
19515,6
19516,4
19517,1
19518,5
19519,4
19520,5
19521,4
19522,4
19523,5
19524,5
19525,4
19526,4
19527,5
19528,4
19529,5
19530,1
19531,4
19532,3
19533,0
19534,5
19535,4
19536,5
19537,4
19538,5
19539,5
19540,5
19541,5
19542,6
19543,4
19544,5
19545,5
19546,5
19547,4
19548,0
19549,4
19550,4
19551,4
19552,4
19553,5
19554,4
19555,0
19556,5
19557,3
19558,4
19559,5
19560,5
19561,4
19562,5
19563,4
19564,5
19565,5
19566,5
19567,3
19568,5
19569,5
19570,1
19571,5
19572,5
19573,4
19574,4
19575,6
19576,5
19577,6
19578,5
19579,1
19580,5
19581,6
19582,5
19583,4
19584,5
19585,5
19586,5
19587,4
19588,5
19589,6
19590,5
19591,5
19592,5
19593,5
19594,5
19595,4
19596,4
19597,5
19598,5
19599,4
19600,3
19601,5
19602,4
19603,5
19604,5
19605,1
19606,5
19607,5
19608,5
19609,5
19610,6
19611,4
19612,4
19613,6
19614,4
19615,5
19616,4
19617,5
19618,4
19619,4
19620,5
19621,4
19622,5
19623,4
19624,5
19625,5
19626,4
19627,5
19628,5
19629,5
19630,5
19631,5
19632,5
19633,5
19634,5
19635,4
19636,3
19637,4
19638,4
19639,5
19640,5
19641,4
19642,5
19643,5
19644,4
19645,4
19646,5
19647,1
19648,5
19649,3
19650,4
19651,4
19652,4
19653,3
19654,1
19655,5
19656,5
19657,3
19658,1
19659,5
19660,5
19661,3
19662,4
19663,1
19664,5
19665,4
19666,5
19667,4
19668,4
19669,5
19670,5
19671,5
19672,5
19673,6
19674,4
19675,5
19676,3
19677,5
19678,1
19679,5
19680,5
19681,5
19682,4
19683,5
19684,5
19685,5
19686,4
19687,1
19688,6
19689,0
19690,5
19691,5
19692,3
19693,6
19694,6
19695,5
19696,4
19697,4
19698,6
19699,6
19700,4
19701,4
19702,4
19703,5
19704,3
19705,6
19706,4
19707,3
19708,5
19709,0
19710,0
19711,4
19712,5
19713,4
19714,5
19715,1
19716,0
19717,4
19718,1
19719,5
19720,5
19721,4
19722,5
19723,0
19724,5
19725,4
19726,5
19727,5
19728,4
19729,0
19730,0
19731,5
19732,0
19733,5
19734,5
19735,4
19736,0
19737,0
19738,6
19739,0
19740,4
19741,4
19742,5
19743,4
19744,0
19745,4
19746,6
19747,3
19748,5
19749,0
19750,4
19751,5
19752,1
19753,5
19754,5
19755,5
19756,4
19757,6
19758,3
19759,1
19760,0
19761,4
19762,6
19763,5
19764,4
19765,4
19766,4
19767,0
19768,3
19769,4
19770,4
19771,1
19772,1
19773,5
19774,6
19775,5
19776,4
19777,4
19778,4
19779,5
19780,4
19781,4
19782,4
19783,4
19784,4
19785,5
19786,0
19787,4
19788,5
19789,1
19790,5
19791,0
19792,6
19793,3
19794,6
19795,4
19796,5
19797,4
19798,4
19799,0
19800,5
19801,4
19802,6
19803,4
19804,5
19805,4
19806,5
19807,5
19808,4
19809,5
19810,4
19811,4
19812,4
19813,5
19814,1
19815,4
19816,5
19817,2
19818,4
19819,4
19820,6
19821,4
19822,5
19823,4
19824,5
19825,4
19826,5
19827,3
19828,4
19829,5
19830,4
19831,5
19832,6
19833,4
19834,5
19835,5
19836,4
19837,5
19838,5
19839,5
19840,4
19841,4
19842,4
19843,4
19844,4
19845,5
19846,1
19847,5
19848,5
19849,6
19850,4
19851,4
19852,4
19853,5
19854,4
19855,3
19856,4
19857,4
19858,5
19859,4
19860,4
19861,3
19862,3
19863,5
19864,5
19865,5
19866,5
19867,4
19868,5
19869,4
19870,6
19871,5
19872,5
19873,4
19874,4
19875,4
19876,4
19877,4
19878,5
19879,4
19880,5
19881,3
19882,5
19883,5
19884,4
19885,4
19886,4
19887,6
19888,5
19889,4
19890,4
19891,6
19892,5
19893,4
19894,5
19895,5
19896,4
19897,5
19898,4
19899,3
19900,5
19901,4
19902,4
19903,4
19904,5
19905,0
19906,4
19907,4
19908,4
19909,0
19910,4
19911,5
19912,4
19913,5
19914,4
19915,0
19916,4
19917,5
19918,5
19919,5
19920,4
19921,4
19922,5
19923,4
19924,5
19925,5
19926,5
19927,4
19928,5
19929,5
19930,5
19931,5
19932,4
19933,5
19934,5
19935,4
19936,5
19937,4
19938,5
19939,5
19940,4
19941,5
19942,4
19943,5
19944,5
19945,5
19946,5
19947,5
19948,4
19949,5
19950,5
19951,4
19952,4
19953,5
19954,5
19955,5
19956,4
19957,0
19958,5
19959,4
19960,4
19961,4
19962,5
19963,4
19964,2
19965,4
19966,4
19967,5
19968,5
19969,5
19970,5
19971,5
19972,4
19973,5
19974,5
19975,5
19976,4
19977,5
19978,4
19979,2
19980,5
19981,5
19982,4
19983,2
19984,5
19985,5
19986,5
19987,4
19988,5
19989,5
19990,2
19991,5
19992,5
19993,5
19994,5
19995,6
19996,6
19997,6
19998,6
19999,4
20000,4
20001,4
20002,3
20003,6
20004,0
20005,5
20006,6
20007,6
20008,4
20009,6
20010,6
20011,5
20012,5
20013,4
20014,4
20015,6
20016,4
20017,6
20018,5
20019,4
20020,5
20021,6
20022,6
20023,6
20024,4
20025,5
20026,6
20027,5
20028,3
20029,6
20030,1
20031,6
20032,4
20033,5
20034,4
20035,6
20036,5
20037,5
20038,4
20039,6
20040,6
20041,5
20042,6
20043,4
20044,6
20045,5
20046,4
20047,0
20048,6
20049,6
20050,0
20051,4
20052,4
20053,6
20054,3
20055,5
20056,5
20057,5
20058,5
20059,4
20060,4
20061,6
20062,6
20063,5
20064,4
20065,6
20066,4
20067,6
20068,6
20069,5
20070,4
20071,6
20072,6
20073,6
20074,5
20075,3
20076,6
20077,5
20078,4
20079,4
20080,6
20081,4
20082,4
20083,4
20084,6
20085,5
20086,6
20087,6
20088,4
20089,6
20090,6
20091,5
20092,3
20093,5
20094,3
20095,4
20096,5
20097,5
20098,0
20099,5
20100,3
20101,0
20102,5
20103,4
20104,4
20105,5
20106,6
20107,4
20108,4
20109,6
20110,4
20111,1
20112,6
20113,0
20114,5
20115,0
20116,5
20117,4
20118,4
20119,1
20120,5
20121,1
20122,0
20123,0
20124,4
20125,1
20126,6
20127,4
20128,4
20129,5
20130,0
20131,5
20132,4
20133,5
20134,6
20135,5
20136,2
20137,4
20138,2
20139,6
20140,5
20141,4
20142,2
20143,6
20144,6
20145,5
20146,1
20147,2
20148,2
20149,4
20150,4
20151,4
20152,6
20153,4
20154,6
20155,5
20156,4
20157,3
20158,5
20159,5
20160,6
20161,6
20162,5
20163,2
20164,4
20165,1
20166,2
20167,2
20168,2
20169,2
20170,2
20171,5
20172,5
20173,1
20174,4
20175,2
20176,5
20177,5
20178,2
20179,4
20180,0
20181,4
20182,2
20183,5
20184,2
20185,4
20186,2
20187,2
20188,1
20189,2
20190,4
20191,2
20192,4
20193,2
20194,2
20195,5
20196,2
20197,6
20198,5
20199,2
20200,3
20201,4
20202,2
20203,5
20204,2
20205,4
20206,2
20207,4
20208,2
20209,2
20210,2
20211,2
20212,2
20213,5
20214,5
20215,2
20216,2
20217,2
20218,2
20219,2
20220,6
20221,2
20222,2
20223,2
20224,2
20225,4
20226,2
20227,4
20228,2
20229,6
20230,5
20231,5
20232,5
20233,4
20234,4
20235,0
20236,4
20237,4
20238,4
20239,4
20240,4
20241,4
20242,4
20243,4
20244,5
20245,3
20246,5
20247,4
20248,4
20249,5
20250,6
20251,4
20252,6
20253,4
20254,5
20255,5
20256,6
20257,4
20258,6
20259,5
20260,4
20261,4
20262,6
20263,4
20264,3
20265,4
20266,5
20267,4
20268,5
20269,4
20270,6
20271,5
20272,4
20273,5
20274,3
20275,4
20276,4
20277,5
20278,5
20279,4
20280,6
20281,6
20282,6
20283,6
20284,4
20285,4
20286,4
20287,4
20288,5
20289,6
20290,4
20291,4
20292,6
20293,5
20294,6
20295,6
20296,5
20297,6
20298,5
20299,4
20300,4
20301,4
20302,1
20303,5
20304,5
20305,5
20306,6
20307,4
20308,5
20309,5
20310,4
20311,4
20312,4
20313,5
20314,4
20315,5
20316,1
20317,4
20318,5
20319,4
20320,5
20321,4
20322,5
20323,4
20324,4
20325,5
20326,4
20327,4
20328,4
20329,5
20330,6
20331,1
20332,4
20333,4
20334,4
20335,6
20336,4
20337,3
20338,5
20339,4
20340,5
20341,5
20342,6
20343,4
20344,4
20345,5
20346,5
20347,4
20348,6
20349,5
20350,4
20351,4
20352,6
20353,5
20354,5
20355,4
20356,4
20357,3
20358,4
20359,4
20360,4
20361,5
20362,5
20363,4
20364,5
20365,4
20366,4
20367,5
20368,6
20369,4
20370,5
20371,4
20372,5
20373,4
20374,4
20375,6
20376,4
20377,4
20378,5
20379,6
20380,5
